,Protein Annotation,Day21-ETP,sgRNA_vs_Target,TID,MatchResult
30595,83.95,-2.272361118,8,0,1
30597,83.95,-2.324404754,11,0,1
30598,83.95,-2.324404754,11,0,1
30599,83.95,-2.331362826,7,0,1
30600,83.95,-2.331362826,7,0,1
30601,83.95,-2.35772627,7,0,1
30602,83.95,-2.362596776,10,0,1
30603,83.95,-2.441129796,5,0,0
30605,83.95,-2.46585726,19,0,0
30609,83.95,-2.573999559,16,0,1
30610,83.95,-2.697848549,6,0,1
30611,83.95,-2.697848549,6,0,1
30613,83.95,-2.861288164,11,0,0
30617,83.95,-2.977521882,8,0,1
30620,83.95,-3.051196098,13,0,1
30623,83.95,-3.085691648,15,0,1
30624,83.95,-3.131907525,15,0,1
30625,83.95,-3.1707513730000003,14,0,1
30626,83.95,-3.18023516,11,0,1
30627,83.95,-3.183554414,8,0,1
30629,83.95,-3.286991482,12,0,1
30631,83.95,-3.358834051,7,0,0
30632,83.95,-3.464747233,7,0,1
30634,83.95,-3.530833127,18,0,1
30635,83.95,-3.671282471,9,0,0
30639,83.95,-4.111647167,6,0,1
30645,83.95,-4.701998669,17,0,1
30646,83.95,-4.706719931,10,0,1
30648,65.66,0.529423439,16,1,1
30650,65.66,0.271187627,13,1,1
30651,65.66,0.23465267,12,1,1
30652,65.66,0.228224531,14,1,1
30653,65.66,0.228224531,14,1,1
30655,65.66,0.10879553,19,1,1
30656,65.66,0.054455829,18,1,1
30657,65.66,0.040078781,8,1,1
30658,65.66,0.029712219,10,1,1
30662,65.66,-0.024829802,16,1,1
30663,65.66,-0.024829802,16,1,1
30667,65.66,-0.078174258,19,1,1
30668,65.66,-0.078174258,19,1,1
30669,65.66,-0.078174258,19,1,1
30670,65.66,-0.1122221,18,1,1
30671,65.66,-0.11886469,12,1,1
30672,65.66,-0.11886469,12,1,1
30673,65.66,-0.11886469,12,1,1
30674,65.66,-0.11886469,12,1,1
30675,65.66,-0.13851971400000002,17,1,1
30677,65.66,-0.192203219,11,1,1
30678,65.66,-0.20197524,12,1,1
30679,65.66,-0.204152214,9,1,1
30680,65.66,-0.208182007,12,1,1
30681,65.66,-0.221651325,18,1,1
30684,65.66,-0.297940752,17,1,1
30686,65.66,-0.341611488,12,1,0
30687,65.66,-0.341611488,12,1,0
30688,65.66,-0.341611488,12,1,0
30689,65.66,-0.407267309,8,1,0
30691,65.66,-0.435947055,10,1,0
30694,65.66,-0.532959902,8,1,1
30696,65.66,-0.5965127570000001,14,1,1
30698,65.66,-0.694237865,10,1,1
30700,65.66,-0.702820445,11,1,1
30701,65.66,-0.738578945,11,1,1
30703,65.66,-0.81784065,19,1,1
30704,65.66,-0.826214917,11,1,1
30705,65.66,-0.826794457,10,1,1
30708,65.66,-0.907113168,14,1,1
30709,65.66,-0.970938457,8,1,1
30712,65.66,-0.978083026,18,1,1
30716,65.66,-1.073364121,8,1,1
30718,65.66,-1.092853974,13,1,1
30719,65.66,-1.092853974,13,1,1
30721,65.66,-1.092853974,13,1,1
30727,65.66,-1.18964957,19,1,0
30728,65.66,-1.18964957,19,1,0
30729,65.66,-1.193500703,18,1,1
30730,65.66,-1.193500703,18,1,1
30731,65.66,-1.193500703,18,1,1
30732,65.66,-1.249402446,11,1,1
30735,65.66,-1.2920770659999998,20,1,1
30736,65.66,-1.315681791,9,1,1
30737,65.66,-1.3200752340000002,12,1,1
30738,65.66,-1.352761632,18,1,0
30739,65.66,-1.352761632,18,1,0
30743,65.66,-1.3742592219999998,17,1,1
30747,65.66,-1.42365457,16,1,1
30748,65.66,-1.47635829,17,1,1
30749,65.66,-1.519896874,17,1,1
30752,65.66,-1.551303188,11,1,1
30754,65.66,-1.607099708,8,1,1
30757,65.66,-1.722743716,13,1,0
30758,65.66,-1.722743716,13,1,0
30760,65.66,-1.885379798,17,1,1
30761,65.66,-1.885379798,17,1,1
30764,65.66,-1.969148754,10,1,1
30765,65.66,-1.969148754,10,1,1
30768,65.66,-2.102062017,17,1,0
30770,65.66,-2.189980564,11,1,0
30771,65.66,-2.189980564,11,1,0
30774,65.66,-2.396472916,15,1,1
30775,65.66,-2.396472916,15,1,1
30776,65.66,-2.639974868,15,1,1
30777,65.66,-2.669331934,10,1,1
30781,65.66,-2.8478345110000003,9,1,0
30782,65.66,-2.8478345110000003,9,1,0
30787,65.66,-3.186241977,11,1,1
30788,65.66,-3.186241977,11,1,1
30789,65.66,-3.186241977,11,1,1
30790,65.66,-3.191146609,14,1,0
30791,65.66,-3.200824445,13,1,1
30792,65.66,-3.23463853,8,1,1
30795,65.66,-3.320815896,15,1,0
30799,65.66,-3.604304596,11,1,1
30800,65.66,-3.78312792,12,1,1
30801,65.66,-3.785242402,9,1,1
30802,65.66,-3.785242402,9,1,1
30803,65.66,-3.785242402,9,1,1
30805,65.66,-3.900206849,16,1,0
30806,65.66,-3.93603819,10,1,1
30807,65.66,-4.391904069,11,1,1
30808,65.66,-4.85081848,15,1,1
30810,40.93,3.432596637,15,1,1
30811,40.93,3.432596637,15,1,1
30813,40.93,3.3359444610000004,19,1,0
30814,40.93,3.3359444610000004,19,1,0
30816,40.93,3.2926413510000003,19,1,1
30818,40.93,3.135117799,16,1,1
30819,40.93,3.135117799,16,1,1
30821,40.93,3.134932759,15,1,1
30823,40.93,3.1197968080000003,12,1,1
30825,40.93,3.0529359680000003,19,1,1
30826,40.93,3.0529359680000003,19,1,1
30827,40.93,3.0529359680000003,19,1,1
30828,40.93,3.033734856,18,1,1
30829,40.93,3.033734856,18,1,1
30837,40.93,2.960470185,19,1,1
30838,40.93,2.923621662,20,1,1
30841,40.93,2.816028104,11,1,1
30843,40.93,2.7989913260000003,12,1,1
30845,40.93,2.750399753,18,1,1
30846,40.93,2.7075308989999995,18,1,1
30847,40.93,2.687714645,15,1,1
30848,40.93,2.687295897,13,1,1
30849,40.93,2.687295897,13,1,1
30850,40.93,2.687015274,12,1,1
30853,40.93,2.687015274,12,1,1
30854,40.93,2.66756558,13,1,1
30858,40.93,2.588347666,13,1,1
30861,40.93,2.479480791,12,1,0
30864,40.93,2.425422448,18,1,1
30870,40.93,2.315526824,18,1,1
30881,40.93,1.511338763,14,1,1
30882,40.93,1.511338763,14,1,1
30883,40.93,1.206026626,16,1,1
30893,40.93,0.302986354,9,1,0
30895,40.93,0.158330572,16,1,1
30897,40.93,-0.049386237,7,1,1
30898,40.93,-0.108762004,6,1,1
30899,40.93,-0.108762004,6,1,1
30900,40.93,-0.207873245,7,1,1
30901,40.93,-0.224564706,5,1,1
30903,40.93,-0.229564809,5,1,0
30907,40.93,-0.494743674,9,1,1
30908,40.93,-0.520942685,18,1,0
30910,40.93,-0.576342248,17,1,1
30911,40.93,-0.576342248,17,1,1
30912,40.93,-0.58041358,7,1,1
30913,40.93,-0.58041358,7,1,1
30916,40.93,-0.6472943760000001,7,1,1
30918,40.93,-0.658703411,5,1,1
30919,40.93,-0.660507038,10,1,1
30920,40.93,-0.660507038,10,1,1
30923,40.93,-0.660507038,10,1,1
30925,40.93,-0.6774180790000001,11,1,1
30926,40.93,-0.6938753459999999,7,1,1
30929,40.93,-0.704497797,5,1,1
30931,40.93,-0.717148693,14,1,1
30933,40.93,-0.743979257,9,1,1
30934,40.93,-0.766641459,11,1,1
30935,40.93,-0.766641459,11,1,1
30937,40.93,-0.8441376290000001,7,1,1
30939,40.93,-0.866177364,11,1,0
30940,40.93,-0.871255443,8,1,0
30941,40.93,-0.871255443,8,1,0
30942,40.93,-0.871255443,8,1,0
30943,40.93,-0.965211286,9,1,1
30945,40.93,-1.056424916,7,1,1
30946,40.93,-1.082200001,17,1,1
30947,40.93,-1.084487792,7,1,1
30948,40.93,-1.108183105,9,1,1
30949,40.93,-1.108183105,9,1,1
30950,40.93,-1.166518209,14,1,0
30951,40.93,-1.207709822,8,1,1
30952,40.93,-1.285021659,15,1,0
30953,40.93,-1.455639169,17,1,1
30954,40.93,-1.514070946,8,1,1
30955,40.93,-1.514070946,8,1,1
30956,40.93,-1.514070946,8,1,1
30958,40.93,-1.514070946,8,1,1
30961,40.93,-1.6310074959999998,6,1,1
30962,40.93,-1.632719505,6,1,0
30963,40.93,-1.6982553219999998,10,1,1
30964,40.93,-1.82812793,9,1,1
30965,40.93,-1.870769938,13,1,0
30966,40.93,-1.920491434,10,1,0
30967,40.93,-1.920491434,10,1,0
30969,40.93,-2.300624027,7,1,1
30970,40.93,-2.333684806,17,1,0
30971,40.93,-2.471545794,8,1,1
30972,40.93,-2.807581719,14,1,1
30973,40.93,-3.069950065,9,1,1
30974,40.93,-3.26008058,7,1,0
30975,40.93,-3.5426686110000003,16,1,0
30976,40.93,-3.770067195,6,1,1
30978,40.93,-4.138968018,10,1,1
30983,13.19,3.326225244,5,1,1
30986,13.19,3.174980767,19,1,1
30987,13.19,3.174980767,19,1,1
30988,13.19,3.174980767,19,1,1
30995,13.19,2.912907563,5,1,1
31001,13.19,2.71289552,20,1,1
31006,13.19,2.450629543,18,1,1
31008,13.19,2.426035041,5,1,0
31016,13.19,1.952598938,18,1,1
31019,13.19,1.825863828,6,1,0
31025,13.19,1.076565663,19,1,1
31027,13.19,0.862182618,13,1,1
31029,13.19,0.810983272,19,1,0
31030,13.19,0.810983272,19,1,0
31031,13.19,0.672114763,11,1,1
31032,13.19,0.539145185,8,1,0
31036,13.19,0.379252123,6,1,1
31038,13.19,0.341314226,19,1,1
31039,13.19,0.252342803,12,1,0
31043,13.19,0.246861516,15,1,1
31044,13.19,0.246861516,15,1,1
31048,13.19,-0.160310911,7,1,1
31049,13.19,-0.160310911,7,1,1
31050,13.19,-0.160310911,7,1,1
31051,13.19,-0.160310911,7,1,1
31052,13.19,-0.163522541,11,1,1
31053,13.19,-0.193005788,16,1,1
31055,13.19,-0.214487395,18,1,0
31057,13.19,-0.319182588,6,1,1
31059,13.19,-0.335189797,15,1,1
31061,13.19,-0.367469852,7,1,0
31062,13.19,-0.367469852,7,1,0
31064,13.19,-0.367469852,7,1,0
31065,13.19,-0.392543937,6,1,1
31066,13.19,-0.399014656,6,1,1
31068,13.19,-0.485668702,17,1,1
31070,13.19,-0.650159694,16,1,1
31071,13.19,-0.650159694,16,1,1
31073,13.19,-0.756034526,12,1,1
31074,13.19,-0.790263224,11,1,0
31076,13.19,-0.8730950559999999,18,1,1
31080,13.19,-1.007522892,12,1,1
31081,13.19,-1.007522892,12,1,1
31082,13.19,-1.012393193,15,1,1
31083,13.19,-1.030803764,5,1,1
31084,13.19,-1.149738856,17,1,1
31085,13.19,-1.149738856,17,1,1
31086,13.19,-1.149738856,17,1,1
31087,13.19,-1.251330887,17,1,1
31088,13.19,-1.275373974,16,1,1
31089,13.19,-1.279120974,13,1,0
31090,13.19,-1.285936124,14,1,0
31092,13.19,-1.329759315,7,1,1
31093,13.19,-1.415797206,15,1,0
31094,13.19,-1.435763387,14,1,1
31095,13.19,-1.435763387,14,1,1
31096,13.19,-1.508634627,13,1,1
31097,13.19,-1.508634627,13,1,1
31098,13.19,-1.52014016,18,1,1
31099,13.19,-1.52014016,18,1,1
31100,13.19,-1.625465207,16,1,1
31101,13.19,-1.634404966,8,1,1
31102,13.19,-1.660770534,14,1,1
31104,13.19,-1.671065148,16,1,1
31106,13.19,-1.708251445,6,1,1
31107,13.19,-1.714450025,12,1,1
31108,13.19,-1.7249692,16,1,0
31109,13.19,-1.7681025890000002,6,1,1
31110,13.19,-1.7681025890000002,6,1,1
31113,13.19,-1.835520753,10,1,1
31114,13.19,-1.835520753,10,1,1
31115,13.19,-1.963291408,9,1,1
31116,13.19,-1.963291408,9,1,1
31117,13.19,-2.031180095,7,1,1
31118,13.19,-2.034054435,6,1,1
31119,13.19,-2.111265522,10,1,1
31121,13.19,-2.202421285,6,1,1
31122,13.19,-2.204605357,17,1,0
31123,13.19,-2.204605357,17,1,0
31124,13.19,-2.262951532,11,1,1
31125,13.19,-2.262951532,11,1,1
31126,13.19,-2.336206463,10,1,1
31127,13.19,-2.40212376,9,1,1
31128,13.19,-2.51589025,16,1,1
31129,13.19,-2.611024084,6,1,1
31130,13.19,-2.651626312,8,1,1
31134,13.19,-3.1014023980000003,9,1,0
31135,13.19,-3.292832265,18,1,1
31136,13.19,-3.403402938,8,1,1
31137,13.19,-3.403402938,8,1,1
31139,13.19,-3.660431875,13,1,1
31141,13.19,-3.959034146,14,1,1
31142,13.19,-4.0384823,10,1,0
31143,13.19,-5.318037061,9,1,1
31148,52.47,0.419455238,19,0,1
31149,52.47,0.34338573200000005,7,0,1
31150,52.47,0.221334381,17,0,0
31151,52.47,0.221334381,17,0,0
31154,52.47,-0.076658249,11,0,1
31155,52.47,-0.084849883,18,0,1
31157,52.47,-0.148551867,14,0,0
31158,52.47,-0.148551867,14,0,0
31159,52.47,-0.167146007,7,0,1
31161,52.47,-0.267379701,15,0,1
31162,52.47,-0.268484872,18,0,1
31165,52.47,-0.368750409,7,0,1
31168,52.47,-0.527062197,12,0,1
31169,52.47,-0.546640688,8,0,0
31174,52.47,-0.605306175,19,0,1
31175,52.47,-0.6156565070000001,14,0,1
31176,52.47,-0.632889626,7,0,1
31177,52.47,-0.636449159,13,0,1
31178,52.47,-0.659205374,12,0,1
31179,52.47,-0.659205374,12,0,1
31180,52.47,-0.65966801,13,0,0
31181,52.47,-0.665311096,17,0,1
31182,52.47,-0.692485235,16,0,0
31183,52.47,-0.753132512,16,0,1
31185,52.47,-0.7853215659999999,6,0,0
31188,52.47,-0.79700715,10,0,1
31189,52.47,-0.79700715,10,0,1
31190,52.47,-0.811267737,15,0,1
31193,52.47,-0.8451120190000001,18,0,1
31195,52.47,-0.910834112,15,0,1
31197,52.47,-0.981066899,7,0,1
31198,52.47,-1.013512696,14,0,1
31199,52.47,-1.060197435,14,0,1
31200,52.47,-1.060197435,14,0,1
31201,52.47,-1.105205081,7,0,1
31202,52.47,-1.111270687,8,0,1
31203,52.47,-1.111270687,8,0,1
31204,52.47,-1.111270687,8,0,1
31205,52.47,-1.111270687,8,0,1
31208,52.47,-1.140391784,20,0,1
31209,52.47,-1.146227703,7,0,1
31211,52.47,-1.228719994,15,0,1
31215,52.47,-1.248559852,9,0,1
31217,52.47,-1.248559852,9,0,1
31220,52.47,-1.3079782009999998,16,0,1
31221,52.47,-1.3079782009999998,16,0,1
31222,52.47,-1.3079782009999998,16,0,1
31224,52.47,-1.352412546,13,0,1
31225,52.47,-1.374845629,8,0,1
31228,52.47,-1.405425925,15,0,0
31229,52.47,-1.405425925,15,0,0
31231,52.47,-1.417503584,19,0,1
31232,52.47,-1.417503584,19,0,1
31233,52.47,-1.417503584,19,0,1
31235,52.47,-1.419875116,14,0,1
31237,52.47,-1.431334502,15,0,1
31239,52.47,-1.454571465,18,0,1
31243,52.47,-1.656615905,18,0,1
31246,52.47,-1.675317866,13,0,1
31247,52.47,-1.675317866,13,0,1
31250,52.47,-1.809757079,10,0,1
31253,52.47,-1.847648656,7,0,1
31256,52.47,-1.915124299,14,0,1
31257,52.47,-1.923882443,18,0,1
31258,52.47,-1.923882443,18,0,1
31259,52.47,-1.923882443,18,0,1
31260,52.47,-1.977044009,16,0,1
31263,52.47,-2.084644389,8,0,1
31265,52.47,-2.128706502,9,0,1
31268,52.47,-2.178155957,14,0,1
31269,52.47,-2.193705311,17,0,1
31271,52.47,-2.1950826080000003,17,0,1
31272,52.47,-2.254309301,11,0,1
31273,52.47,-2.254309301,11,0,1
31280,52.47,-2.537935796,18,0,0
31281,52.47,-2.537935796,18,0,0
31283,52.47,-2.581719148,10,0,1
31284,52.47,-2.593518368,15,0,1
31285,52.47,-2.593518368,15,0,1
31286,52.47,-2.593518368,15,0,1
31289,52.47,-2.757847992,17,0,1
31290,52.47,-2.757847992,17,0,1
31291,52.47,-2.773227024,10,0,0
31293,52.47,-2.8512672180000003,12,0,0
31296,52.47,-3.097950162,7,0,0
31297,52.47,-3.097950162,7,0,0
31298,52.47,-3.097950162,7,0,0
31299,52.47,-3.135362144,17,0,1
31302,52.47,-3.2139002960000003,11,0,1
31304,52.47,-3.216731644,7,0,1
31305,52.47,-3.217238454,17,0,1
31307,52.47,-3.331483687,9,0,1
31309,52.47,-3.606259125,9,0,0
31311,52.47,-3.731989285,12,0,1
31312,52.47,-3.934921356,11,0,0
31316,84.34,0.772188839,8,1,0
31317,84.34,0.772188839,8,1,0
31318,84.34,0.616789393,20,1,1
31319,84.34,0.431121574,13,1,1
31322,84.34,0.278740694,17,1,0
31323,84.34,0.278740694,17,1,0
31325,84.34,0.236036473,6,1,1
31328,84.34,0.056308816,10,1,1
31339,84.34,-0.319848502,13,1,1
31340,84.34,-0.322179004,10,1,1
31342,84.34,-0.35781234799999995,15,1,1
31343,84.34,-0.360515274,9,1,1
31345,84.34,-0.37210503,13,1,1
31347,84.34,-0.377845411,13,1,1
31350,84.34,-0.464454459,19,1,1
31351,84.34,-0.464454459,19,1,1
31352,84.34,-0.537243486,17,1,1
31353,84.34,-0.537243486,17,1,1
31355,84.34,-0.59258387,18,1,1
31356,84.34,-0.660382009,7,1,1
31360,84.34,-0.79722211,16,1,1
31361,84.34,-0.79722211,16,1,1
31362,84.34,-0.815991555,18,1,1
31363,84.34,-0.815991555,18,1,1
31364,84.34,-0.815991555,18,1,1
31366,84.34,-0.91438438,17,1,1
31367,84.34,-0.946790187,11,1,1
31369,84.34,-1.041686006,11,1,0
31370,84.34,-1.044592494,18,1,0
31380,84.34,-1.086629817,10,1,1
31381,84.34,-1.086629817,10,1,1
31384,84.34,-1.228403444,8,1,1
31387,84.34,-1.308901116,8,1,1
31391,84.34,-1.326094029,17,1,1
31392,84.34,-1.326137117,13,1,1
31393,84.34,-1.337089006,6,1,1
31394,84.34,-1.3866774569999998,7,1,1
31395,84.34,-1.3866774569999998,7,1,1
31396,84.34,-1.3866774569999998,7,1,1
31397,84.34,-1.394145559,15,1,1
31398,84.34,-1.427329435,12,1,0
31400,84.34,-1.446635754,13,1,1
31401,84.34,-1.446635754,13,1,1
31402,84.34,-1.48823414,14,1,1
31403,84.34,-1.48823414,14,1,1
31404,84.34,-1.48823414,14,1,1
31405,84.34,-1.48823414,14,1,1
31406,84.34,-1.4995274369999998,17,1,1
31412,84.34,-1.727802567,6,1,1
31414,84.34,-1.794788566,19,1,1
31415,84.34,-1.801997008,6,1,1
31417,84.34,-1.805006445,8,1,1
31418,84.34,-1.82110552,9,1,0
31420,84.34,-1.845887304,12,1,1
31421,84.34,-1.878174952,18,1,1
31422,84.34,-1.888325405,16,1,1
31424,84.34,-1.898835863,6,1,1
31430,84.34,-2.17822314,8,1,1
31431,84.34,-2.17822314,8,1,1
31432,84.34,-2.223808151,9,1,1
31433,84.34,-2.231886147,13,1,1
31434,84.34,-2.26934759,10,1,0
31435,84.34,-2.295456283,8,1,1
31436,84.34,-2.315328258,13,1,1
31437,84.34,-2.340153225,11,1,1
31438,84.34,-2.369134577,16,1,0
31441,84.34,-2.404166822,7,1,0
31445,84.34,-2.418324686,17,1,1
31446,84.34,-2.435329502,14,1,1
31448,84.34,-2.561492817,13,1,1
31449,84.34,-2.580235611,14,1,0
31451,84.34,-2.664982618,8,1,1
31452,84.34,-2.864708472,12,1,1
31453,84.34,-3.089572942,15,1,1
31454,84.34,-3.089572942,15,1,1
31455,84.34,-3.112963011,6,1,1
31456,84.34,-3.139043666,7,1,1
31457,84.34,-3.236442589,11,1,1
31458,84.34,-3.236442589,11,1,1
31460,84.34,-3.318929339,15,1,0
31462,84.34,-3.472494002,19,1,1
31466,84.34,-3.708304428,16,1,1
31467,84.34,-3.800078216,6,1,0
31468,84.34,-3.800078216,6,1,0
31471,84.34,-3.800078216,6,1,0
31472,84.34,-3.9153467000000006,9,1,1
31473,84.34,-3.9153467000000006,9,1,1
31474,84.34,-3.9153467000000006,9,1,1
31476,84.34,-4.019211404,12,1,1
31477,84.34,-4.019211404,12,1,1
31478,84.34,-4.339411569,17,1,1
31479,84.34,-4.641943318,13,1,0
31480,84.34,-4.641943318,13,1,0
31481,84.34,-4.641943318,13,1,0
31482,84.34,-4.772813301,14,1,1
31493,25.27,1.972798844,8,1,0
31494,25.27,1.972798844,8,1,0
31495,25.27,1.910490232,20,1,1
31499,25.27,1.621367731,15,1,1
31505,25.27,1.459031085,17,1,1
31506,25.27,1.459031085,17,1,1
31507,25.27,1.319321279,12,1,1
31509,25.27,1.020855457,17,1,1
31510,25.27,0.8989247770000001,15,1,1
31514,25.27,0.724366498,13,1,1
31515,25.27,0.724366498,13,1,1
31516,25.27,0.724366498,13,1,1
31517,25.27,0.724366498,13,1,1
31518,25.27,0.724366498,13,1,1
31520,25.27,0.675126435,13,1,1
31523,25.27,0.611616533,12,1,1
31527,25.27,0.493647136,19,1,1
31528,25.27,0.493647136,19,1,1
31531,25.27,0.289655632,13,1,1
31534,25.27,0.242063048,19,1,1
31536,25.27,-0.001600697,17,1,1
31537,25.27,-0.011944061,16,1,0
31539,25.27,-0.093640838,11,1,1
31543,25.27,-0.213194679,19,1,1
31544,25.27,-0.259488167,9,1,0
31545,25.27,-0.507918104,15,1,1
31548,25.27,-0.620527297,12,1,1
31549,25.27,-0.647036218,12,1,1
31551,25.27,-0.6697856010000001,11,1,1
31554,25.27,-0.873790183,9,1,1
31555,25.27,-1.288010501,10,1,0
31556,25.27,-1.288010501,10,1,0
31557,25.27,-1.358441669,11,1,1
31559,25.27,-1.523151451,9,1,1
31560,25.27,-1.687289354,8,1,1
31561,25.27,-1.688924083,10,1,1
31562,25.27,-1.76928956,10,1,1
31563,25.27,-1.8012419919999998,11,1,1
31565,25.27,-2.066895874,10,1,1
31566,25.27,-2.066895874,10,1,1
31568,25.27,-2.128309726,8,1,1
31569,25.27,-2.171865064,11,1,1
31570,25.27,-2.33325921,10,1,1
31571,25.27,-2.4814799290000003,11,1,0
31572,25.27,-2.4814799290000003,11,1,0
31573,25.27,-2.514199985,12,1,1
31576,25.27,-2.514199985,12,1,1
31577,25.27,-2.514199985,12,1,1
31579,25.27,-2.579740009,10,1,1
31580,25.27,-2.835842797,11,1,1
31581,25.27,-2.835842797,11,1,1
31584,25.27,-2.835842797,11,1,1
31585,25.27,-2.937890684,12,1,1
31586,25.27,-2.994797763,10,1,1
31587,25.27,-3.05817073,8,1,1
31588,25.27,-3.106940926,12,1,1
31589,25.27,-3.4481783310000003,12,1,1
31590,25.27,-3.584717315,12,1,1
31591,25.27,-3.768631692,9,1,1
31592,25.27,-3.768631692,9,1,1
31593,25.27,-3.811861068,12,1,1
31594,25.27,-4.352321852,12,1,1
31600,33.24,1.950975195,19,1,1
31601,33.24,1.950975195,19,1,1
31603,33.24,1.929246106,19,1,1
31604,33.24,1.849439942,20,1,1
31605,33.24,1.714467225,6,1,0
31607,33.24,1.5740092140000002,19,1,1
31609,33.24,1.3324497240000002,18,1,1
31612,33.24,0.216319751,11,1,1
31613,33.24,0.123302572,17,1,0
31614,33.24,0.109171706,9,1,0
31615,33.24,0.109171706,9,1,0
31616,33.24,0.077607841,10,1,1
31617,33.24,0.077607841,10,1,1
31618,33.24,0.077607841,10,1,1
31623,33.24,-0.042039273,17,1,1
31624,33.24,-0.042039273,17,1,1
31625,33.24,-0.042039273,17,1,1
31627,33.24,-0.09934572,14,1,1
31628,33.24,-0.104103747,16,1,1
31629,33.24,-0.145519567,18,1,1
31630,33.24,-0.145519567,18,1,1
31631,33.24,-0.22811683,12,1,0
31634,33.24,-0.22811683,12,1,0
31636,33.24,-0.25995382100000003,5,1,0
31637,33.24,-0.284475386,6,1,1
31639,33.24,-0.293453147,16,1,1
31640,33.24,-0.293453147,16,1,1
31642,33.24,-0.34954567,18,1,0
31644,33.24,-0.360321304,13,1,1
31645,33.24,-0.400616394,18,1,1
31646,33.24,-0.463700351,11,1,1
31649,33.24,-0.476153843,15,1,1
31652,33.24,-0.496320344,17,1,1
31656,33.24,-0.565385102,9,1,1
31658,33.24,-0.637286835,12,1,1
31659,33.24,-0.637286835,12,1,1
31663,33.24,-0.766046124,9,1,1
31664,33.24,-0.766046124,9,1,1
31665,33.24,-0.784583803,6,1,1
31666,33.24,-0.80601834,14,1,1
31667,33.24,-0.850725607,13,1,0
31669,33.24,-0.916677524,12,1,1
31672,33.24,-0.98376865,12,1,1
31675,33.24,-1.029212539,12,1,1
31680,33.24,-1.104569085,16,1,1
31683,33.24,-1.145153411,15,1,0
31685,33.24,-1.155986278,14,1,1
31686,33.24,-1.189972384,10,1,1
31687,33.24,-1.194287978,8,1,0
31688,33.24,-1.220558704,8,1,1
31689,33.24,-1.220558704,8,1,1
31690,33.24,-1.231277936,15,1,1
31691,33.24,-1.231277936,15,1,1
31692,33.24,-1.231277936,15,1,1
31693,33.24,-1.231277936,15,1,1
31694,33.24,-1.356109643,16,1,1
31696,33.24,-1.38610162,16,1,0
31697,33.24,-1.38610162,16,1,0
31698,33.24,-1.3963931019999998,9,1,1
31699,33.24,-1.401396991,7,1,1
31700,33.24,-1.428750007,10,1,1
31701,33.24,-1.436143026,14,1,1
31704,33.24,-1.455059142,14,1,1
31705,33.24,-1.466467186,12,1,1
31707,33.24,-1.502522282,7,1,1
31708,33.24,-1.502522282,7,1,1
31710,33.24,-1.56899156,12,1,1
31715,33.24,-1.649271589,7,1,0
31719,33.24,-1.817221453,8,1,1
31721,33.24,-1.944542895,14,1,1
31722,33.24,-2.066659277,15,1,1
31723,33.24,-2.111943755,14,1,1
31725,33.24,-2.174167822,9,1,1
31728,33.24,-2.247419851,11,1,1
31729,33.24,-2.247419851,11,1,1
31731,33.24,-2.374388817,16,1,1
31734,33.24,-2.428245611,11,1,0
31736,33.24,-2.435887385,16,1,1
31738,33.24,-2.688560823,14,1,0
31740,33.24,-2.688560823,14,1,0
31741,33.24,-2.688560823,14,1,0
31742,33.24,-2.899887257,13,1,1
31745,33.24,-3.189264389,7,1,1
31747,33.24,-3.5050579560000004,14,1,1
31748,33.24,-3.52287301,9,1,1
31749,33.24,-3.621404878,10,1,0
31750,33.24,-3.697466319,14,1,1
31751,33.24,-3.697466319,14,1,1
31752,33.24,-3.800886856,9,1,1
31754,33.24,-3.825190222,13,1,1
31755,33.24,-3.825190222,13,1,1
31756,33.24,-3.825190222,13,1,1
31757,33.24,-3.888144075,8,1,1
31758,33.24,-4.050162362,17,1,1
31759,53.7,1.068780669,6,0,0
31760,53.7,0.671804996,7,0,0
31761,53.7,0.6571953939999999,13,0,1
31762,53.7,0.6571953939999999,13,0,1
31763,53.7,0.6571953939999999,13,0,1
31764,53.7,0.648878678,15,0,1
31765,53.7,0.5656009879999999,15,0,1
31767,53.7,0.262257429,14,0,1
31768,53.7,0.262257429,14,0,1
31771,53.7,-0.017700161000000002,9,0,0
31773,53.7,-0.053176912,16,0,1
31774,53.7,-0.053176912,16,0,1
31775,53.7,-0.053176912,16,0,1
31777,53.7,-0.277515937,18,0,1
31780,53.7,-0.480505858,15,0,1
31781,53.7,-0.484725722,9,0,1
31784,53.7,-0.563181857,7,0,1
31785,53.7,-0.591375491,8,0,1
31786,53.7,-0.591375491,8,0,1
31789,53.7,-0.651504169,10,0,1
31790,53.7,-0.72433036,14,0,0
31791,53.7,-0.72433036,14,0,0
31792,53.7,-0.808256437,8,0,0
31793,53.7,-0.816538388,15,0,1
31794,53.7,-0.8423210529999999,18,0,1
31795,53.7,-0.8423210529999999,18,0,1
31796,53.7,-0.8423210529999999,18,0,1
31797,53.7,-0.8423210529999999,18,0,1
31800,53.7,-0.946329257,17,0,1
31801,53.7,-0.946329257,17,0,1
31802,53.7,-0.973888032,11,0,1
31803,53.7,-0.973888032,11,0,1
31804,53.7,-0.97604843,17,0,1
31805,53.7,-0.985947231,15,0,1
31806,53.7,-0.985947231,15,0,1
31807,53.7,-0.985947231,15,0,1
31812,53.7,-1.05986295,9,0,1
31819,53.7,-1.118129509,17,0,1
